"Study_No"	"Study_ID"	"Arm_ID"	"Year"	"Drug"	"No_randomised"	"OverallEfficM"	"OverallEfficSD"	"OverallEfficN"	"PosM"	"PosSD"	"PosN"	"NegM"	"NegSD"	"NegN"	"DeprM"	"DeprSD"	"DeprN"	"QolM"	"QolSD"	"QolN"	"SocialFunctM"	"SocialFunctSD"	"SocialFunctN"	"WeightContM"	"WeightContSD"	"WeightContN"	"DefCritWeightGainDich"	"WeightDichN"	"ProlactinM"	"ProlactinSD"	"ProlactinN"	"ProlactinHyperDichN"	"QTcM"	"QTcSD"	"QTcN"	"QTcProlongN"	"NResponseMain"	"NReponseMainDef"	"NResponse50"	"NResponse20"	"DropoutInefficacy"	"DropoutTotal"	"SedationN"	"AntiParkinMedN"	"AkathisiaN"	"LibidoDecrAllN"	"LibidoIncrAllN"	"ErectileDysfunctionN"	"EjaculationDysfunctionN"	"AmenorrheaN"	"GalactorrhoeaN"	"TachykardiaN"	"BradykardiaN"	"ArrhythmiaN"	"ConstipationN"	"BlurredVisionN"	"UrinaryRetentionN"	"DryMouthN"	"HypotensionN"	"SeizuresN"	"LeukopeniaN"	"AgranulozytosisN"	"MaligNeuroSyndrN"	"PulmonaryEmbolismN"	"StrokeN"	"DeepVeinThrombosisN"	"DeathAllN"	"Randomisation"	"Allocation"	"BlindPersonalPatients"	"BlindOutcomeAssesment"	"MissingOutcomes"	"SelectiveReporting"	"OtherBias"	"MeanDose"	"DoseOlaEquivalent"	"Sponsor"	"Duration"	"DoseFixFlex"	"MeanAge"	"DurationIllYears"	"Diag_crit"	"NumberSites"	"ComplITT"	"Placebo"	"BaselineSeverity"	"No_male"	"Blinding_type"	"CalculatedSD"	"PlaceboChange"	"FailedStudy"	"CholinergicN"	"SexualSideEffN"	"RoBCategory"	"HighRoB"
"41"	75	"Chouinard 1993"	167	1993	"Placebo"	22	4.6	17.7	22	2.7	6	22	-0.1	5.4	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	"50% PANSS reduction"	2	3	10	16	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	0	NA	0	8	1	37	16	"DSM-III-R"	6	1	1	93.7	NA	2	1	4.6	0	NA	NA	1	0
"42"	75	"Chouinard 1993"	168	1993	"Risperidone"	22	-25.7	29.6	22	-7.5	9	22	-5.8	7.8	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	"50% PANSS reduction"	7	16	1	5	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	6	20	1	8	1	37	16	"DSM-III-R"	6	1	1	98	NA	2	1	NA	0	NA	NA	1	0
"43"	75	"Chouinard 1993"	166	1993	"Haloperidol"	21	-9.3	27.7	21	-3.9	8.8	21	-2	7.7	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	"50% PANSS reduction"	4	11	11	13	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	20	40	0	8	1	37	16	"DSM-III-R"	6	1	1	95.4	NA	2	1	NA	0	NA	NA	1	0
"44"	83	"Clark 1971a"	190	1971	"Thioridazine"	22	29.63	11.3430620742468	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	"CGI much improved"	NA	NA	0	3	11	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	3	1	0	6	1	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	-1	1	760	30.4	0	4	2	33.4	NA	"clinical diagnosis"	1	1	1	112	6	2	8	NA	0	6	NA	2	0
"45"	83	"Clark 1971a"	189	1971	"Placebo"	21	37.48	11.3430620742468	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	"CGI much improved"	NA	NA	1	4	4	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	-1	1	0	NA	0	4	2	32.3	NA	"clinical diagnosis"	1	1	1	109	5	2	8	-8	0	0	NA	2	0
"46"	83	"Clark 1971a"	188	1971	"Fluphenazine"	20	34.65	11.3430620742468	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	"CGI much improved"	NA	NA	0	3	4	NA	3	NA	NA	NA	NA	NA	NA	1	NA	NA	1	2	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	-1	1	7.28	12.1333333333333	0	4	2	32.8	NA	"clinical diagnosis"	1	1	1	108	6	2	8	NA	0	2	NA	2	0
"47"	83	"Clark 1971a"	187	1971	"Chlorpromazine"	23	32.05	11.3430620742468	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	"CGI much improved"	NA	NA	0	3	14	NA	3	NA	NA	NA	NA	NA	NA	0	NA	NA	1	2	1	3	4	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	-1	1	718	23.694	0	4	2	33.5	NA	"clinical diagnosis"	1	1	1	109	5	2	8	NA	0	3	NA	2	0
"48"	84	"Clark 1972"	191	1972	"Chlorpromazine"	19	39.29	11.3430620742468	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71	8	17	"more than 10 lb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"CGI much improved"	NA	NA	0	2	7	NA	0	NA	NA	NA	NA	NA	1	9	NA	NA	1	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	-1	1	1	816.71	26.95143	0	12	2	41.8	NA	"clinical diagnosis"	1	2	1	102	8	2	8	NA	1	1	1	2	0
"49"	84	"Clark 1972"	192	1972	"Loxapine"	18	36.24	11.3430620742468	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	4	17	"more than 10 lb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"CGI much improved"	NA	NA	0	1	4	NA	1	NA	NA	NA	NA	NA	0	9	NA	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	-1	1	1	80.62	26.6046	1	12	2	41.2	NA	"clinical diagnosis"	1	2	1	114	8	2	8	NA	1	0	0	2	0
"50"	84	"Clark 1972"	193	1972	"Placebo"	18	41.18	11.3430620742468	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	8	16	"more than 10 lb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"CGI much improved"	NA	NA	0	2	1	NA	0	NA	NA	NA	NA	NA	0	1	NA	NA	0	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	-1	1	1	0	NA	0	12	2	39.9	NA	"clinical diagnosis"	1	2	1	109	8	2	8	-2	1	0	0	2	0
"51"	88	"Serafetinides 1972"	852	1972	"Chlorpromazine"	14	39.58	10.69	11	NA	NA	NA	NA	NA	NA	0.99	3.7889217522752	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	"> 4,54kg"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"CGI much improved"	NA	NA	1	3	7	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	4	NA	1	NA	NA	NA	NA	NA	NA	0	0	1	1	-1	1	1	830	27.39	0	12	2	40.1	17	"clinical diagnosis"	1	NA	1	109	6	2	2	NA	0	2	NA	2	0
"52"	88	"Serafetinides 1972"	851	1972	"Clopenthixol"	15	42.36	8.95	15	NA	NA	NA	NA	NA	NA	1.21	3.7889217522752	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	"> 4,54kg"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	"CGI much improved"	NA	NA	0	0	6	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	0	1	1	-1	1	1	205	67.65	0	12	2	40.9	15	"clinical diagnosis"	1	NA	1	104	7	2	2	NA	0	0	NA	2	0
"53"	88	"Serafetinides 1972"	853	1972	"Haloperidol"	14	42.51	8.77	14	NA	NA	NA	NA	NA	NA	1	3.7889217522752	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	"> 4,54kg"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	"CGI much improved"	NA	NA	0	0	3	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	0	1	1	-1	1	1	12.3	24.6	0	12	2	43.4	13	"clinical diagnosis"	1	NA	1	101	5	2	2	NA	0	0	NA	2	0
"54"	88	"Serafetinides 1972"	854	1972	"Placebo"	14	51.93	10.69	13	NA	NA	NA	NA	NA	NA	1	3.7889217522752	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	"> 4,54kg"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	"CGI much improved"	NA	NA	1	1	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	0	0	1	1	-1	1	1	0	NA	0	12	2	43.9	14	"clinical diagnosis"	1	NA	1	105	6	2	2	17	0	0	NA	2	0
"55"	98	"Singer 1974"	878	1974	"Chlorpromazine"	20	-25.1	4.25	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	-1	1	196	6.468	NA	5.7	2	31.6	3.3	"Clinical Diagnosis"	NA	NA	0	85	7	2	2	NA	0	3	NA	2	0
"56"	98	"Singer 1974"	877	1974	"Clozapine"	20	-27.5	4.25	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	-1	1	155	7.75	NA	5.7	2	32.1	1.7	"Clinical Diagnosis"	NA	NA	0	86	11	2	2	NA	0	3	NA	2	0
"57"	104	"Clark 1975"	195	1975	"Placebo"	13	32.92	11.3430620742468	12	NA	NA	NA	NA	NA	NA	7	3.7889217522752	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	"more than 10 lb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"CGI like at least moderately improved"	NA	NA	0	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	1	1	1	0	NA	0	4	2	36.9	9.5	"clinical diagnosis"	1	1	1	102	7	2	8	-9	0	0	NA	1	0
"58"	104	"Clark 1975"	196	1975	"Trifluoperazine"	15	24.92	11.3430620742468	12	NA	NA	NA	NA	NA	NA	5.08	3.7889217522752	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	"more than 10 lb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	"CGI like at least moderately improved"	NA	NA	0	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	1	1	1	36	36	0	4	2	41.4	9.9	"clinical diagnosis"	1	1	1	102	6	2	8	NA	0	1	NA	1	0
"59"	104	"Clark 1975"	194	1975	"Loxapine"	15	29.38	11.3430620742468	13	NA	NA	NA	NA	NA	NA	5.62	3.7889217522752	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	"more than 10 lb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"CGI like at least moderately improved"	NA	NA	0	2	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	1	1	1	1	71	23.43	1	4	2	35.7	7.6	"clinical diagnosis"	1	1	1	98	8	2	8	NA	0	0	NA	1	0
"60"	105	"Clark 1977 12 weeks, 02912"	199	1977	"Placebo"	13	33	11.3430620742468	13	NA	NA	NA	NA	NA	NA	4.56	3.7889217522752	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	">=10pounds"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"CGI like at least moderately improved"	NA	NA	0	0	1	0	0	NA	NA	NA	NA	NA	NA	1	0	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	1	-1	1	1	0	NA	0	12	2	43.38	17.08	"DSM-II"	1	2	1	NA	4	2	8	4	0	0	NA	2	0
"61"	105	"Clark 1977 12 weeks, 02912"	76205	1977	"Loxapine"	25	27.0804347826087	11.3430620742468	23	NA	NA	NA	NA	NA	NA	4.50913043478261	3.7889217522752	23	NA	NA	NA	NA	NA	NA	NA	NA	199998	">=10pounds"	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	"like CGI at least much improved"	NA	NA	0	2	15	6	3	NA	NA	NA	NA	NA	NA	4	0	NA	NA	1	NA	NA	1	NA	0	0	NA	NA	NA	NA	1	0	0	1	1	-1	1	1	69.232	22.84656	1	12	2	42.8376	NA	"DSM-II"	1	2	1	NA	7	2	8	NA	0	1	NA	2	0
"62"	106	"Clark 1977a"	201	1977	"Chlorpromazine"	9	32.73	14.57	9	NA	NA	NA	10.27	3.504930259	9	4.6	1.34	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	"> 4,08kg"	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	"CGI at least minimally improved"	NA	NA	0	0	3	0	0	NA	NA	NA	NA	NA	NA	1	NA	NA	0	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	1	-1	-1	550	18.15	0	12	2	41.44	17.89	"clinical diagnosis"	1	1	1	99	6	2	2	NA	0	1	NA	3	1
"63"	106	"Clark 1977a"	202	1977	"Placebo"	9	47.36	14.795	9	NA	NA	NA	12.69	3.504930259	9	5.95	1.48	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	"> 4,08kg"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	"CGI at least minimally improved"	NA	NA	2	2	0	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	1	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	1	-1	-1	0	NA	0	12	2	48.11	25.67	"clinical diagnosis"	1	1	1	103	5	2	2	11	0	1	NA	3	1
"64"	107	"Claus 1992"	203	1992	"Haloperidol"	22	74.3	20.16	21	15.4	5.96	21	22	7.79	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.9	13.13	22	NA	NA	13.2	14.57	16	NA	NA	NA	NA	NA	5	"at least 20% PANSS reduction"	NA	5	5	6	13	6	NA	NA	NA	0	0	2	NA	NA	NA	NA	3	3	NA	6	5	NA	NA	NA	NA	NA	NA	NA	NA	0	0	-1	-1	1	1	1	10.3	20.6	0	12	1	39	13.6	"DSM-III-R"	5	1	0	79.8	13	2	1	NA	0	6	2	3	1
"65"	107	"Claus 1992"	204	1992	"Risperidone"	22	76.9	20.16	21	15.9	6.42	21	25.2	8.25	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.2	12.2	22	NA	NA	26.37	27.84	18	NA	NA	NA	NA	NA	7	"at least 20% PANSS reduction"	NA	7	1	2	15	4	NA	NA	NA	3	2	2	NA	NA	NA	NA	4	9	NA	3	8	NA	NA	NA	NA	NA	NA	NA	NA	0	0	-1	-1	1	1	1	12	40	1	12	1	37.4	14.6	"DSM-III-R"	5	1	0	91.1	16	2	1	NA	0	9	3	3	1
"66"	112	"Conley 2001"	215	2001	"Olanzapine"	189	-12.9	16.1	181	-4.3	6.3	181	-2.9	6	181	-2.3	3.5	181	NA	NA	NA	NA	NA	NA	3.26	5.08	161	">7%"	44	NA	NA	NA	NA	1.2	20.2	189	NA	81	"at least 20% PANSS total reduction"	NA	81	5	43	73	53	NA	1	NA	1	0	NA	1	NA	NA	NA	NA	19	NA	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	1	1	1	13.1	13.1	0	8	2	38.9	15.4	"DSM-IV"	39	1	0	80.7	138	2	1	NA	0	42	1	2	0
"67"	112	"Conley 2001"	216	2001	"Risperidone"	188	-12.8	15.9	175	-4.8	6.8	175	-2.9	5.9	175	-2.3	3.7	175	NA	NA	NA	NA	NA	NA	1.54	3.54	155	">7%"	18	NA	NA	NA	NA	-1.3	25.7	188	NA	79	"at least 20% PANSS total reduction"	NA	79	2	53	69	61	NA	3	NA	4	3	NA	3	NA	NA	NA	NA	12	NA	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	1	1	1	4.7	15.6666666666667	1	8	2	41	16.5	"DSM-IV"	39	1	0	80.5	136	2	1	NA	0	21	4	2	0
"68"	115	"Cooper 2000a"	223	2000	"Placebo"	53	-2.9	16.3	53	NA	NA	NA	-6.3	25	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.4	3.61969389008628	53	"as adverse event"	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	"20% BPRS reduction"	NA	21	16	25	0	3	2	NA	NA	0	NA	1	NA	0	NA	NA	1	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	0	NA	0	8	2	36.3	10.28	"DSM-III-R"	17	1	1	103	37	2	1	-4	0	1	1	1	0
"69"	115	"Cooper 2000a"	222	2000	"Chlorpromazine"	53	-4.3	19.1	53	NA	NA	NA	-9.1	20.2	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4	3.61969389008628	53	"as adverse event"	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	"20% BPRS reduction"	NA	24	12	25	16	4	1	NA	NA	1	NA	0	NA	1	NA	NA	2	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	400	13.2	0	8	2	41	11.88	"DSM-III-R"	17	1	1	102	41	2	1	NA	0	2	1	1	0
"70"	115	"Cooper 2000a"	224	2000	"Zotepine"	53	-16.8	14.9	53	NA	NA	NA	-17.6	19.5	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4	3.61969389008628	53	"as adverse event"	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	"20% BPRS reduction"	NA	39	6	19	17	4	1	NA	NA	0	NA	0	NA	2	NA	NA	2	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	1	1	1	225	15.0703281982585	1	8	2	39.6	10.78	"DSM-III-R"	17	1	1	107	37	2	1	NA	0	2	0	1	0
"71"	117	"Copolov 2000"	228	2000	"Quetiapine"	221	-18.7	24.07	218	-5.6	8.1	218	-4.9	7.5	216	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9	4.83	221	NA	NA	-16.53	51.5	179	32	NA	NA	NA	NA	97	"30% PANSS reduction"	NA	NA	34	69	44	29	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	23	16	NA	NA	6	NA	NA	NA	NA	0	0	0	0	0	1	1	1	455	12.285	1	6	2	37	12	"DSM-III-R"	55	1	0	97.5	158	2	1	NA	0	23	NA	2	0
"72"	117	"Copolov 2000"	227	2000	"Haloperidol"	227	-22.1	24.12	219	-8	8	219	-5.3	7.7	219	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	4.83	227	NA	NA	5.9	51.49	177	81	NA	NA	NA	NA	107	"30% PANSS"	NA	NA	28	80	23	111	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	5	10	NA	NA	1	NA	NA	NA	NA	1	0	0	0	0	1	1	1	8	16	0	6	2	37	12	"DSM-III-R"	55	1	0	99.8	147	2	1	NA	0	6	NA	2	0
"73"	118	"Corrigan 2004"	230	2004	"Placebo"	87	-12.6	37.29	85	-3	12.63	85	-4.2	7.77	85	-1.1	3.87	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	22	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	-1	1	0	NA	0	6	1	37.2	14.2	"DSM-IV"	53	1	1	98	63	2	2	-12.6	0	NA	NA	2	0
"74"	118	"Corrigan 2004"	229	2004	"Olanzapine"	93	-31.5	37.29	93	-9.4	12.63	93	-8.1	7.77	93	-1.8	3.87	93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	24	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	-1	1	15	15	0	6	1	36.8	12.3	"DSM-IV"	53	1	1	99	59	2	2	NA	0	NA	NA	2	0
"75"	127	"Daniel 1999"	249	1999	"Placebo"	92	-6	23.85	91	-2	3.05	91	-1	7.54	91	-1.3	9.1	89	NA	NA	NA	NA	NA	NA	0	3.61969389008628	89	"weight gain as an adverse event"	NA	NA	NA	NA	NA	413.3	40.7	84	NA	16	"at least 30% PANSS reduction"	NA	NA	32	47	5	12	6	NA	NA	0	0	NA	NA	2	NA	NA	13	2	NA	4	1	0	NA	0	NA	NA	NA	NA	NA	1	0	0	0	1	1	1	0	NA	0	6	1	37.2	14.7	"DSM-III-R"	34	1	1	97.3	63	2	1	-6	0	13	0	2	0
"76"	127	"Daniel 1999"	250	1999	"Ziprasidone"	104	-17	19.28	103	-4.5	2.84	103	-4	5.81	103	-3.1	9.6	100	NA	NA	NA	NA	NA	NA	0	3.61969389008628	104	"weight gain as an adverse event"	NA	NA	NA	NA	NA	417.2	23.6	102	NA	32	"at least 30% PANSS reduction"	NA	NA	16	37	20	26	13	NA	NA	1	1	NA	NA	2	NA	NA	14	4	NA	13	1	0	NA	0	NA	NA	NA	NA	NA	1	0	0	0	1	1	1	160	20	1	6	1	35.8	14.4	"DSM-III-R"	34	1	1	95.8	77	2	1	NA	0	14	1	2	0
"77"	129	"Davidson 2007"	255	2007	"Placebo"	123	-2.8	20.9	120	-2.1	6.9	120	-1	5.5	120	-0.7	3.5	120	-3.8	13.4	114	1.5	15.82	109	-0.8	4.24	110	"?7% increase"	7	13.7	12.2	109	NA	NA	NA	NA	1	22	"30% PANSS reduction"	NA	NA	54	76	4	12	6	0	NA	NA	NA	NA	NA	10	NA	4	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	0	NA	0	6	1	37.3	12.8	"DSM-IV"	74	1	1	93.9	83	2	1	-2.8	0	8	0	1	0
"78"	129	"Davidson 2007"	253	2007	"Olanzapine"	128	-18.1	20.3	126	-6.1	6.7	126	-4.2	5.9	126	-2.2	3.4	126	NA	NA	NA	NA	NA	NA	2.2	3.94	115	"?7% increase"	25	14.9	11.6	123	NA	NA	NA	NA	1	NA	NA	NA	NA	16	40	22	NA	5	0	NA	NA	NA	NA	NA	12	NA	11	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	10	10	0	6	1	36.5	11.9	"DSM-IV"	74	1	1	93.3	96	2	1	NA	0	8	0	1	0
"79"	129	"Davidson 2007"	254	2007	"Paliperidone"	125	-16.3	21.81	123	-6	7.7	123	-3.9	5.4	123	-1.9	3.7	123	-6.7	15.93	116	-7.6	14.2	116	1.5	3.14	118	"?7% increase"	13	72.34	58.15	117	NA	NA	NA	NA	1	56	"30% PANSS reduction"	NA	NA	23	47	16	29	12	0	NA	NA	NA	NA	NA	12	NA	4	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	1	1	1	1	1	9	19.98	1	6	1	36.2	11	"DSM-IV"	74	1	1	93.9	79	2	1	NA	0	6	0	1	0
"80"	134	"Dieterle 1991"	264	1991	"Perazine"	20	1.7	2.236	20	NA	NA	NA	NA	NA	NA	1.9	3.42	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	12	7	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	3	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	1	1	350	11.55	0	4	2	31.1	NA	"ICD-9"	1	NA	0	NA	6	2	1	NA	0	2	NA	2	0
"81"	134	"Dieterle 1991"	265	1991	"Zotepine"	20	2.1	2.683	20	NA	NA	NA	NA	NA	NA	1.87	2.578	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	8	8	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	9	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	1	0	1	1	240	16.0750167448091	1	4	2	35.8	NA	"ICD-9"	1	NA	0	NA	7	2	1	NA	0	2	NA	2	0
"82"	140	"Egan 2013"	276	2013	"Olanzapine"	47	-17	19.47	45	-5.6	5.99	45	-3.1	4.83	45	-3.7	4.66	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	"at least 20%PANSSreduction"	NA	24	4	9	3	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	15	15	0	4	1	36.1	10.7	"DSM-IV-TR"	21	1	1	96.4	24	2	4	NA	1	NA	NA	1	0
"83"	140	"Egan 2013"	277	2013	"Placebo"	83	-12.7	19.69	78	-4.2	5.99	78	-2.9	4.88	78	-3	5.1	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	"at least 20% PANSS reduction"	NA	28	15	21	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	0	NA	0	4	1	36.4	11.2	"DSM-IV-TR"	21	1	1	96	53	2	4	-12.7	1	NA	NA	1	0
